concurso,metodo,dezenas,acertos
2078,M3_mais_atrasadas,01-02-03-06-07-09-12-14-16-17-18-19-20-22-23,9
2078,M4_par_impar_balanceado,02-04-07-08-09-10-12-13-15-16-19-20-22-23-25,8
2078,M5_soma_faixa_comum,01-06-07-09-10-11-12-13-14-15-16-17-20-23-24,7
2079,M1_aleatorio_puro,01-02-06-07-08-09-13-15-17-18-20-22-23-24-25,11
2079,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2079,M3_mais_atrasadas,01-03-05-07-08-09-10-11-14-16-19-20-21-23-25,7
2079,M4_par_impar_balanceado,02-03-04-07-09-11-12-13-14-15-16-18-22-24-25,10
2079,M5_soma_faixa_comum,01-03-04-05-06-08-09-12-15-16-17-19-22-23-25,11
2080,M1_aleatorio_puro,02-03-04-05-06-07-08-11-12-13-14-15-16-19-23,9
2080,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2080,M3_mais_atrasadas,01-02-04-05-07-08-09-10-11-13-16-17-18-20-21,8
2080,M4_par_impar_balanceado,01-02-03-04-06-08-10-11-13-14-15-18-19-20-25,8
2080,M5_soma_faixa_comum,01-03-05-06-08-10-11-12-14-16-18-19-23-24-25,9
2081,M1_aleatorio_puro,02-03-04-06-07-12-14-15-16-17-18-19-21-23-25,10
2081,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,7
2081,M3_mais_atrasadas,04-05-06-07-08-09-10-11-15-16-18-19-20-24-25,12
2081,M4_par_impar_balanceado,02-03-06-07-08-09-10-15-16-17-18-20-21-24-25,11
2081,M5_soma_faixa_comum,02-06-07-09-10-11-12-13-14-15-18-21-22-23-25,9
2082,M1_aleatorio_puro,01-02-03-04-06-07-09-11-12-14-16-18-20-22-24,7
2082,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2082,M3_mais_atrasadas,01-03-05-08-10-11-12-13-14-16-17-22-23-24-25,8
2082,M4_par_impar_balanceado,01-02-04-07-08-10-11-12-13-14-15-16-19-20-25,11
2082,M5_soma_faixa_comum,01-02-05-06-09-10-11-12-15-16-17-19-21-22-23,9
2083,M1_aleatorio_puro,01-02-03-04-06-08-09-11-13-16-19-20-22-23-25,8
2083,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2083,M3_mais_atrasadas,01-02-03-04-08-11-12-13-14-16-18-21-22-23-24,9
2083,M4_par_impar_balanceado,01-02-06-07-09-10-12-16-17-20-21-22-23-24-25,10
2083,M5_soma_faixa_comum,01-03-05-06-08-11-12-13-16-18-19-20-22-23-24,9
2084,M1_aleatorio_puro,02-03-07-08-09-11-13-14-16-17-18-20-22-23-24,8
2084,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2084,M3_mais_atrasadas,01-02-03-05-06-08-11-13-14-15-16-17-18-24-25,10
2084,M4_par_impar_balanceado,01-02-03-04-09-10-12-13-14-15-16-19-20-22-25,10
2084,M5_soma_faixa_comum,02-03-04-05-06-12-13-14-15-16-18-19-21-22-24,10
2085,M1_aleatorio_puro,02-03-04-05-06-07-08-10-14-16-18-20-21-22-24,8
2085,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2085,M3_mais_atrasadas,02-05-07-10-11-12-13-14-17-18-19-20-21-23-25,8
2085,M4_par_impar_balanceado,01-02-03-04-06-07-11-12-16-18-19-20-21-22-23,8
2085,M5_soma_faixa_comum,01-02-04-05-07-11-14-15-18-19-20-21-22-23-25,8
2086,M1_aleatorio_puro,02-03-06-07-09-11-15-16-17-18-19-21-22-23-24,8
2086,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2086,M3_mais_atrasadas,02-03-05-06-07-08-11-15-16-17-19-20-21-22-23,9
2086,M4_par_impar_balanceado,01-02-04-05-06-08-09-10-15-18-20-21-22-23-25,10
2086,M5_soma_faixa_comum,04-05-06-09-10-11-13-14-16-17-18-19-21-22-24,10
2087,M1_aleatorio_puro,01-02-03-05-07-08-10-11-12-15-18-19-22-24-25,8
2087,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2087,M3_mais_atrasadas,01-02-03-07-08-09-10-13-16-17-18-19-22-23-25,10
2087,M4_par_impar_balanceado,02-03-05-06-07-08-09-10-14-17-20-22-23-24-25,10
2087,M5_soma_faixa_comum,01-02-03-08-09-10-11-13-14-16-17-19-20-21-24,10
2088,M1_aleatorio_puro,01-02-03-04-07-09-13-14-16-19-21-22-23-24-25,11
2088,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2088,M3_mais_atrasadas,01-02-03-04-05-07-08-09-10-11-12-20-21-22-25,9
2088,M4_par_impar_balanceado,01-03-04-06-07-09-10-12-13-14-16-17-18-20-23,8
2088,M5_soma_faixa_comum,01-02-04-06-08-12-13-16-17-18-19-21-22-24-25,8
2089,M1_aleatorio_puro,02-04-05-06-07-10-12-13-17-18-19-20-23-24-25,10
2089,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2089,M3_mais_atrasadas,01-03-06-07-08-10-12-16-17-18-19-20-22-24-25,9
2089,M4_par_impar_balanceado,01-02-03-06-07-10-12-15-16-17-19-20-22-23-24,9
2089,M5_soma_faixa_comum,01-02-03-05-06-10-12-15-16-17-19-21-22-23-25,10
2090,M1_aleatorio_puro,01-03-04-05-07-08-09-12-13-15-16-18-20-23-25,9
2090,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2090,M3_mais_atrasadas,02-03-04-05-07-11-12-13-14-15-17-18-21-22-24,6
2090,M4_par_impar_balanceado,01-04-08-10-12-13-14-15-16-19-21-22-23-24-25,11
2090,M5_soma_faixa_comum,01-02-04-05-08-10-11-15-16-17-18-20-21-23-25,8
2091,M1_aleatorio_puro,03-05-06-09-10-12-13-16-17-19-20-21-22-23-25,9
2091,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2091,M3_mais_atrasadas,02-03-04-05-07-10-11-12-13-16-17-18-21-22-23,9
2091,M4_par_impar_balanceado,02-04-06-08-10-11-12-13-15-17-19-20-21-22-25,9
2091,M5_soma_faixa_comum,01-02-05-07-08-10-12-15-16-17-19-20-22-23-24,10
2092,M1_aleatorio_puro,02-07-09-11-12-13-14-15-16-17-20-21-22-24-25,10
2092,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2092,M3_mais_atrasadas,01-05-06-07-08-10-12-13-14-15-18-21-22-23-25,8
2092,M4_par_impar_balanceado,02-03-04-05-08-12-13-14-15-16-19-21-22-23-24,7
2092,M5_soma_faixa_comum,01-02-04-08-09-10-13-14-17-18-19-22-23-24-25,9
2093,M1_aleatorio_puro,01-03-05-06-07-08-09-10-11-12-13-14-16-18-25,8
2093,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2093,M3_mais_atrasadas,01-03-04-06-08-09-10-11-12-14-16-18-21-23-24,10
2093,M4_par_impar_balanceado,01-03-04-05-06-08-11-12-16-17-18-19-20-22-23,8
2093,M5_soma_faixa_comum,01-04-05-06-07-08-09-10-12-15-20-22-23-24-25,10
2094,M1_aleatorio_puro,01-02-03-04-06-08-10-12-13-14-18-19-20-21-24,10
2094,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2094,M3_mais_atrasadas,03-04-05-06-07-10-11-13-15-16-17-18-19-22-23,8
2094,M4_par_impar_balanceado,01-02-03-04-05-07-08-10-11-12-13-16-20-23-24,9
2094,M5_soma_faixa_comum,01-02-04-07-09-11-13-14-15-18-19-20-23-24-25,10
2095,M1_aleatorio_puro,04-06-07-08-09-10-11-12-13-15-16-18-21-24-25,7
2095,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2095,M3_mais_atrasadas,01-03-04-07-12-13-14-15-16-17-18-20-21-22-23,10
2095,M4_par_impar_balanceado,01-02-03-04-09-10-11-12-17-18-20-21-22-24-25,9
2095,M5_soma_faixa_comum,03-04-05-06-09-10-12-13-14-15-16-17-21-22-24,7
2096,M1_aleatorio_puro,01-04-05-06-07-10-12-14-17-18-21-22-23-24-25,6
2096,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2096,M3_mais_atrasadas,01-03-04-05-06-07-09-10-13-15-16-21-22-24-25,8
2096,M4_par_impar_balanceado,02-03-06-07-09-10-11-14-16-17-18-19-20-22-25,11
2096,M5_soma_faixa_comum,01-02-07-08-11-12-13-14-16-17-18-19-21-23-24,9
2097,M1_aleatorio_puro,01-02-03-06-07-08-09-10-12-13-16-20-23-24-25,10
2097,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,7
2097,M3_mais_atrasadas,01-04-05-06-08-12-13-14-15-16-17-21-22-23-24,9
2097,M4_par_impar_balanceado,02-04-06-07-08-09-10-11-12-15-18-19-20-21-23,11
2097,M5_soma_faixa_comum,01-03-04-06-07-09-11-12-14-16-17-18-19-22-23,9
2098,M1_aleatorio_puro,01-02-04-06-07-08-10-13-18-19-20-22-23-24-25,10
2098,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,7
2098,M3_mais_atrasadas,01-03-04-05-09-10-11-13-14-17-20-21-22-23-25,8
2098,M4_par_impar_balanceado,01-05-06-08-09-10-11-14-15-16-18-22-23-24-25,8
2098,M5_soma_faixa_comum,01-02-07-08-09-12-13-14-15-16-18-19-20-22-25,12
2099,M1_aleatorio_puro,01-02-04-05-07-08-09-10-13-14-20-21-22-23-24,9
2099,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2099,M3_mais_atrasadas,01-02-03-05-06-08-10-11-12-14-16-21-22-23-24,8
2099,M4_par_impar_balanceado,01-06-07-08-10-11-12-13-14-15-16-20-21-23-24,9
2099,M5_soma_faixa_comum,01-04-07-08-09-10-12-13-14-15-19-20-21-22-25,9
2100,M1_aleatorio_puro,02-03-04-10-12-14-15-16-17-18-19-21-22-23-25,9
2100,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2100,M3_mais_atrasadas,01-02-03-04-06-10-11-13-14-16-19-21-22-23-25,10
2100,M4_par_impar_balanceado,01-03-05-06-08-09-10-14-16-18-19-20-21-23-24,11
2100,M5_soma_faixa_comum,01-03-04-05-07-09-13-14-15-16-17-20-22-23-25,9
2101,M1_aleatorio_puro,02-04-05-06-09-11-12-13-16-19-20-21-22-23-24,7
2101,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,11
2101,M3_mais_atrasadas,01-02-04-06-07-08-09-11-12-13-15-16-22-23-24,6
2101,M4_par_impar_balanceado,02-03-04-05-06-07-10-12-13-14-16-19-20-21-23,8
2101,M5_soma_faixa_comum,01-02-05-06-07-10-12-13-14-17-18-19-20-21-22,9
2102,M1_aleatorio_puro,02-03-04-10-11-14-15-17-18-19-20-21-23-24-25,8
2102,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2102,M3_mais_atrasadas,01-02-04-05-06-07-08-09-12-13-15-16-18-22-25,11
2102,M4_par_impar_balanceado,03-05-06-09-10-12-13-14-17-18-20-21-22-24-25,9
2102,M5_soma_faixa_comum,02-03-07-08-09-11-12-15-16-18-19-20-21-22-23,10
2103,M1_aleatorio_puro,02-03-08-09-11-13-14-15-17-20-21-22-23-24-25,7
2103,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2103,M3_mais_atrasadas,01-03-06-07-08-09-14-17-18-19-21-22-23-24-25,6
2103,M4_par_impar_balanceado,01-02-03-07-10-13-14-15-16-17-18-20-21-22-24,10
2103,M5_soma_faixa_comum,01-02-05-08-11-13-14-15-16-17-18-19-20-22-25,11
2104,M1_aleatorio_puro,03-05-06-07-08-12-13-14-15-16-17-18-19-24-25,7
2104,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2104,M3_mais_atrasadas,02-03-04-05-06-07-08-09-12-14-17-22-23-24-25,10
2104,M4_par_impar_balanceado,02-03-04-05-06-08-10-11-14-15-16-19-20-23-25,10
2104,M5_soma_faixa_comum,01-02-04-05-07-13-14-15-16-17-18-19-20-21-23,9
2105,M1_aleatorio_puro,01-02-03-05-07-10-14-15-16-17-19-20-22-23-25,10
2105,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2105,M3_mais_atrasadas,01-02-03-04-07-10-13-15-16-19-20-21-22-24-25,10
2105,M4_par_impar_balanceado,01-04-05-06-07-08-09-10-14-15-16-20-22-23-25,9
2105,M5_soma_faixa_comum,01-02-04-05-06-09-11-13-14-15-19-22-23-24-25,6
2106,M1_aleatorio_puro,01-02-03-04-05-07-11-12-13-17-18-19-20-21-22,8
2106,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,6
2106,M3_mais_atrasadas,01-02-04-05-06-08-10-11-12-13-15-20-22-23-24,9
2106,M4_par_impar_balanceado,01-04-05-08-09-10-11-16-18-20-21-22-23-24-25,7
2106,M5_soma_faixa_comum,02-03-04-06-07-10-12-13-15-16-17-18-20-22-24,10
2107,M1_aleatorio_puro,01-02-03-05-07-09-13-14-15-17-20-21-22-24-25,11
2107,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2107,M3_mais_atrasadas,01-02-03-05-07-10-12-14-16-18-19-20-22-23-25,11
2107,M4_par_impar_balanceado,01-02-03-04-07-09-10-11-13-14-18-20-21-22-24,10
2107,M5_soma_faixa_comum,01-03-04-06-07-09-10-12-16-17-20-21-23-24-25,9
2108,M1_aleatorio_puro,03-05-06-07-08-09-10-11-12-14-17-21-22-23-25,8
2108,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2108,M3_mais_atrasadas,04-06-08-09-10-11-12-14-15-17-18-19-20-21-23,7
2108,M4_par_impar_balanceado,04-05-06-08-09-11-12-13-14-17-18-20-21-24-25,10
2108,M5_soma_faixa_comum,01-02-05-07-08-10-11-12-13-16-17-20-22-23-25,7
2109,M1_aleatorio_puro,02-04-06-07-09-10-11-13-14-16-17-18-22-24-25,10
2109,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2109,M3_mais_atrasadas,01-02-04-07-08-10-11-12-14-15-16-17-20-22-23,11
2109,M4_par_impar_balanceado,01-02-03-04-05-06-10-11-12-14-15-16-21-22-23,11
2109,M5_soma_faixa_comum,04-06-07-08-09-10-11-12-14-15-16-19-21-22-25,10
2110,M1_aleatorio_puro,01-02-03-04-06-08-09-14-15-16-18-20-22-23-25,9
2110,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2110,M3_mais_atrasadas,01-03-04-06-07-08-13-15-17-18-19-20-21-24-25,9
2110,M4_par_impar_balanceado,01-02-04-06-07-08-09-10-15-16-17-18-21-22-23,10
2110,M5_soma_faixa_comum,01-03-05-07-08-09-10-11-14-16-17-19-21-23-24,8
2111,M1_aleatorio_puro,01-04-06-08-09-10-11-12-13-15-16-19-20-22-25,9
2111,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,10
2111,M3_mais_atrasadas,01-03-04-05-07-09-10-11-12-18-19-20-23-24-25,11
2111,M4_par_impar_balanceado,01-02-04-09-10-11-14-15-16-17-18-19-22-24-25,8
2111,M5_soma_faixa_comum,01-02-03-04-06-08-09-12-14-16-18-19-22-23-25,9
2112,M1_aleatorio_puro,01-02-04-06-09-10-11-14-16-18-19-20-22-24-25,10
2112,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,8
2112,M3_mais_atrasadas,01-02-03-05-06-07-08-10-14-15-17-18-21-22-25,9
2112,M4_par_impar_balanceado,02-03-05-06-07-08-11-12-13-14-16-17-18-24-25,10
2112,M5_soma_faixa_comum,01-02-03-04-05-07-09-14-15-16-17-19-20-24-25,9
2113,M1_aleatorio_puro,01-03-06-09-10-11-15-17-18-19-20-21-22-23-24,8
2113,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,10
2113,M3_mais_atrasadas,01-04-05-06-09-10-13-14-17-19-20-21-22-23-24,9
2113,M4_par_impar_balanceado,02-03-04-06-07-08-09-11-13-14-15-16-19-20-24,10
2113,M5_soma_faixa_comum,01-02-03-05-08-09-12-14-15-16-19-20-22-23-25,8
2114,M1_aleatorio_puro,01-02-04-05-06-07-08-09-15-16-17-18-22-24-25,10
2114,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,7
2114,M3_mais_atrasadas,01-03-05-06-08-10-11-12-14-15-18-19-20-21-23,9
2114,M4_par_impar_balanceado,01-06-07-08-09-10-12-16-17-18-19-21-22-23-24,10
2114,M5_soma_faixa_comum,02-03-05-06-07-09-10-12-16-19-20-21-22-24-25,10
2115,M1_aleatorio_puro,01-02-03-05-06-07-08-11-12-15-16-19-23-24-25,7
2115,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2115,M3_mais_atrasadas,01-03-04-06-09-10-12-13-14-16-18-21-22-23-25,10
2115,M4_par_impar_balanceado,01-02-03-04-06-07-09-10-12-13-15-16-22-23-24,9
2115,M5_soma_faixa_comum,01-02-03-08-09-11-12-14-17-19-20-21-22-23-24,8
2116,M1_aleatorio_puro,03-05-06-09-12-14-16-17-19-20-21-22-23-24-25,8
2116,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2116,M3_mais_atrasadas,01-02-04-06-08-09-11-14-15-16-19-20-21-23-24,8
2116,M4_par_impar_balanceado,02-04-06-07-10-11-12-13-14-17-18-21-23-24-25,12
2116,M5_soma_faixa_comum,01-02-04-05-06-08-10-12-13-18-19-21-22-23-24,10
2117,M1_aleatorio_puro,02-05-06-07-09-10-11-12-14-15-16-19-20-22-25,10
2117,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2117,M3_mais_atrasadas,01-02-03-05-08-11-15-16-17-18-19-20-22-23-25,9
2117,M4_par_impar_balanceado,02-03-04-07-09-10-13-14-18-19-20-21-22-23-24,10
2117,M5_soma_faixa_comum,02-04-05-06-08-09-12-14-15-16-17-18-21-23-25,9
2118,M1_aleatorio_puro,01-04-05-08-10-12-14-15-16-17-18-19-21-23-25,9
2118,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2118,M3_mais_atrasadas,01-03-06-08-09-10-11-12-13-16-17-18-22-23-25,12
2118,M4_par_impar_balanceado,03-04-05-06-08-09-10-12-13-14-15-19-22-23-24,9
2118,M5_soma_faixa_comum,02-03-04-05-07-08-10-12-13-14-16-19-22-23-24,8
2119,M1_aleatorio_puro,01-02-05-06-07-08-09-13-16-17-19-20-21-22-23,10
2119,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2119,M3_mais_atrasadas,01-02-04-05-07-10-13-15-16-17-21-22-23-24-25,9
2119,M4_par_impar_balanceado,02-03-05-06-07-08-09-10-13-14-15-16-17-18-22,9
2119,M5_soma_faixa_comum,02-04-05-06-07-08-09-11-13-15-16-17-19-23-25,6
2120,M1_aleatorio_puro,04-05-06-08-09-10-13-14-15-16-19-20-23-24-25,9
2120,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2120,M3_mais_atrasadas,02-03-04-05-09-11-12-14-15-16-17-18-19-24-25,9
2120,M4_par_impar_balanceado,02-05-06-08-10-12-13-15-16-17-18-19-21-22-25,10
2120,M5_soma_faixa_comum,03-05-06-07-08-09-11-12-13-14-19-21-22-23-25,10
2121,M1_aleatorio_puro,01-02-04-05-06-08-10-12-14-15-16-17-20-21-22,9
2121,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,10
2121,M3_mais_atrasadas,01-03-06-07-09-10-11-13-15-16-18-19-21-24-25,6
2121,M4_par_impar_balanceado,02-03-05-08-10-11-12-13-14-16-17-18-21-22-25,8
2121,M5_soma_faixa_comum,01-02-04-07-08-09-10-13-15-16-17-20-22-23-25,11
2122,M1_aleatorio_puro,03-04-07-10-11-12-13-14-15-16-18-20-21-23-25,11
2122,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,11
2122,M3_mais_atrasadas,03-04-06-10-11-12-13-15-16-17-18-20-21-22-24,9
2122,M4_par_impar_balanceado,01-03-05-06-08-13-14-15-16-18-19-20-22-24-25,9
2122,M5_soma_faixa_comum,02-03-04-06-08-10-11-12-14-16-18-19-20-23-25,9
2123,M1_aleatorio_puro,01-02-03-08-09-12-14-16-18-19-20-22-23-24-25,10
2123,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2123,M3_mais_atrasadas,02-03-04-06-07-08-12-13-15-16-17-18-19-20-24,7
2123,M4_par_impar_balanceado,01-04-05-08-11-14-15-16-18-19-20-21-22-23-24,10
2123,M5_soma_faixa_comum,01-02-03-05-06-11-12-13-15-17-18-20-21-22-23,8
2124,M1_aleatorio_puro,01-02-03-05-07-08-11-13-14-17-19-22-23-24-25,11
2124,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2124,M3_mais_atrasadas,02-03-04-07-10-11-12-13-14-15-16-19-21-22-23,8
2124,M4_par_impar_balanceado,02-05-06-08-09-11-14-17-18-20-21-22-23-24-25,9
2124,M5_soma_faixa_comum,02-03-05-07-08-10-11-13-15-16-18-19-21-22-23,10
2125,M1_aleatorio_puro,02-03-06-07-08-11-14-16-17-18-19-20-22-24-25,8
2125,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,8
2125,M3_mais_atrasadas,01-02-04-05-12-13-14-15-16-17-18-19-20-21-25,10
2125,M4_par_impar_balanceado,01-03-06-10-11-12-14-15-16-18-21-22-23-24-25,10
2125,M5_soma_faixa_comum,01-02-05-06-09-10-11-13-15-16-17-18-19-21-22,9
2126,M1_aleatorio_puro,02-03-04-08-09-10-13-14-16-17-19-21-22-23-24,9
2126,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,8
2126,M3_mais_atrasadas,01-02-03-04-05-06-07-08-09-10-14-17-18-19-22,10
2126,M4_par_impar_balanceado,01-02-05-07-08-09-10-12-13-14-18-22-23-24-25,10
2126,M5_soma_faixa_comum,04-05-06-07-09-10-11-12-14-15-19-20-22-24-25,10
2127,M1_aleatorio_puro,02-03-04-06-11-15-16-17-19-20-21-22-23-24-25,10
2127,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,11
2127,M3_mais_atrasadas,02-04-06-07-08-11-13-14-16-18-19-20-21-23-25,10
2127,M4_par_impar_balanceado,01-02-04-05-08-10-11-13-14-17-18-20-21-22-25,9
2127,M5_soma_faixa_comum,02-04-05-07-08-11-13-14-16-17-18-20-23-24-25,11
2128,M1_aleatorio_puro,01-03-04-05-07-08-10-11-13-14-15-16-17-20-21,8
2128,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2128,M3_mais_atrasadas,01-03-04-07-08-09-12-14-15-17-18-19-21-22-25,9
2128,M4_par_impar_balanceado,02-04-05-07-09-10-13-14-15-17-18-19-20-22-24,9
2128,M5_soma_faixa_comum,02-04-05-06-07-08-09-11-13-16-18-19-21-22-24,9
2129,M1_aleatorio_puro,01-03-04-05-10-13-14-15-16-18-20-21-22-23-25,9
2129,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,10
2129,M3_mais_atrasadas,01-03-05-08-09-10-12-13-15-17-19-20-21-22-24,10
2129,M4_par_impar_balanceado,02-03-06-07-08-10-11-12-15-16-19-20-21-22-25,11
2129,M5_soma_faixa_comum,01-03-04-06-07-09-10-11-13-17-18-19-20-23-24,10
2130,M1_aleatorio_puro,01-03-04-05-08-10-12-14-15-16-17-19-20-23-24,9
2130,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,8
2130,M3_mais_atrasadas,02-05-06-07-09-12-13-14-15-16-17-18-21-23-25,10
2130,M4_par_impar_balanceado,02-03-05-06-07-09-11-12-14-15-16-17-18-20-24,11
2130,M5_soma_faixa_comum,03-05-06-07-09-10-11-14-15-16-18-21-23-24-25,11
2131,M1_aleatorio_puro,05-06-07-09-10-11-12-13-14-18-19-20-21-23-24,8
2131,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2131,M3_mais_atrasadas,01-02-05-08-10-15-16-17-18-19-21-22-23-24-25,9
2131,M4_par_impar_balanceado,01-02-05-06-07-08-12-14-15-16-21-22-23-24-25,8
2131,M5_soma_faixa_comum,02-03-04-05-08-09-10-11-14-15-16-19-20-21-23,10
2132,M1_aleatorio_puro,01-03-04-05-06-09-13-14-15-16-17-18-22-23-25,8
2132,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,8
2132,M3_mais_atrasadas,01-03-04-05-06-07-12-13-15-18-20-21-22-23-24,10
2132,M4_par_impar_balanceado,05-06-07-08-09-11-12-14-15-18-19-20-21-22-24,10
2132,M5_soma_faixa_comum,01-02-06-07-09-10-11-13-14-15-16-20-21-24-25,9
2133,M1_aleatorio_puro,02-03-04-07-08-09-11-12-15-17-18-21-22-23-25,11
2133,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,7
2133,M3_mais_atrasadas,02-04-05-07-08-09-10-13-14-16-18-21-23-24-25,10
2133,M4_par_impar_balanceado,02-04-05-07-11-14-15-16-17-18-20-21-22-23-24,10
2133,M5_soma_faixa_comum,02-03-04-05-08-10-11-12-14-16-17-18-19-24-25,9
2134,M1_aleatorio_puro,01-04-05-06-10-11-12-14-15-16-17-18-19-20-24,10
2134,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-19-20-22-23-24-25,9
2134,M3_mais_atrasadas,01-03-04-05-06-08-11-12-13-16-20-22-23-24-25,9
2134,M4_par_impar_balanceado,02-03-06-10-11-13-15-16-18-19-20-21-22-23-24,8
2134,M5_soma_faixa_comum,01-04-06-07-09-10-11-12-13-16-17-18-20-22-24,9
2135,M1_aleatorio_puro,01-04-05-06-09-10-12-13-14-16-18-19-20-23-25,10
2135,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,9
2135,M3_mais_atrasadas,01-02-03-05-07-09-11-12-13-15-16-18-21-23-24,10
2135,M4_par_impar_balanceado,04-05-07-10-11-12-13-14-15-16-17-19-20-22-24,6
2135,M5_soma_faixa_comum,01-04-05-06-09-10-11-13-15-16-17-20-21-23-25,10
2136,M1_aleatorio_puro,01-02-04-06-07-08-09-15-16-17-18-20-21-22-23,8
2136,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,11
2136,M3_mais_atrasadas,02-05-07-09-10-11-12-13-14-16-17-18-20-22-24,10
2136,M4_par_impar_balanceado,02-03-04-05-07-08-10-11-12-13-16-17-20-24-25,10
2136,M5_soma_faixa_comum,01-03-04-05-07-08-11-13-15-16-17-18-20-23-24,8
2137,M1_aleatorio_puro,01-02-03-04-08-10-11-12-13-15-17-18-19-20-24,8
2137,M2_mais_frequentes,01-02-03-04-05-10-11-13-14-18-19-20-22-24-25,7
2137,M3_mais_atrasadas,01-03-04-05-08-11-12-14-15-17-20-21-22-23-24,7
